method,llm_score_mean,llm_score_median,llm_score_var,llm_score_std,format_score_mean,format_score_median,format_score_var,format_score_std,citation_score_mean,citation_score_median,citation_score_var,citation_score_std,workflow_latency_mean,workflow_latency_median,workflow_latency_var,workflow_latency_std,total_cached_tokens_mean,total_cached_tokens_median,total_cached_tokens_var,total_cached_tokens_std,uncached_prefill_tokens_mean,uncached_prefill_tokens_median,uncached_prefill_tokens_var,uncached_prefill_tokens_std,overall_cache_ratio_mean,overall_cache_ratio_median,overall_cache_ratio_var,overall_cache_ratio_std,avg_ttft_mean,avg_ttft_median,avg_ttft_var,avg_ttft_std
fixed_semantic_prompt,0.48125,0.4,0.05490352564102564,0.23431501369102586,0.875,1.0,0.11217948717948716,0.33493206352854177,1.0,1.0,0.0,0.0,85.88641750000001,86.02674999999999,1736.28176894148,41.66871451030713,488.55,487.5,16210.30512820513,127.31969654458469,4227.3,4180.0,844885.3435897435,919.1764485612888,0.10745028669787071,0.10018145892464624,0.0011106786367593257,0.03332684558669371,0.11571892857142858,0.11232142857142857,0.0011200787167713242,0.03346757709741361
flat_prompt,0.72725,0.8500000000000001,0.07006660256410258,0.264700968196383,0.9,1.0,0.09230769230769231,0.3038218101251,0.975,1.0,0.024999999999999998,0.15811388300841897,85.40294750000001,85.28075,1831.1295731830703,42.79169981647224,321.6,324.0,3572.3487179487197,59.769128469040936,4139.65,4113.5,716911.5153846155,846.7062745631542,0.07539076464830481,0.06965766909547612,0.0007849932109300443,0.028017730295833106,0.11849464285714287,0.11890714285714285,0.0006484282437205652,0.0254642542345258
prefix_lineage_aware,0.65625,0.8,0.0828445512820513,0.2878272941922835,0.9,1.0,0.09230769230769231,0.3038218101251,0.975,1.0,0.024999999999999998,0.15811388300841897,68.39487749999999,67.43045000000001,1082.6725284423014,32.903989552063464,1996.775,1976.5,104325.35833333334,322.9943626959042,3233.35,3308.0,578921.0538461538,760.8686179927214,0.38734620147841364,0.37897995409845997,0.0018952551198975853,0.04353452790484336,0.10271857142857144,0.09467142857142857,0.0008008576368393505,0.02829942820693292
static_first,0.7252500000000001,0.8,0.05914865384615386,0.243204962626493,0.875,1.0,0.1121794871794872,0.3349320635285419,0.975,1.0,0.024999999999999998,0.15811388300841897,85.27162,85.1995,1566.5485521093324,39.57964820598248,795.525,739.5,76752.20448717948,277.041882189642,4027.325,3988.5,587353.148076923,766.389684218755,0.16586972058995325,0.15756737948804755,0.002322816377762774,0.04819560537811279,0.11061714285714286,0.10112857142857143,0.000781360766091052,0.027952831092593323
